node	value
JF973784	Serbia
GU086629	Romania
JF973846	Serbia
JF973752	Serbia
KP723620	Oman
KF482196	Oman
KF482190	Oman
KP723618	Oman
KP723622	Oman
KP723617	Oman
KF482191	Oman
KF482194	Oman
KF482198	Oman
KF482192	Oman
KP723623	Oman
KP723625	Oman
KP723619	Oman
KF482195	Oman
GU353152	Oman
GU353151	Oman
GU353147	Oman
GU353157	Oman
GU353155	Oman
GU353149	Oman
GU353148	Oman
GU353153	Oman
GU353158	Oman
GU353156	Oman
GU353150	Oman
GU353154	Oman
KP723621	Oman
KF482193	Oman
KF482197	Oman
KP723636	UnitedArabEmirates
KP723624	Oman
KC883997	Oman
KC883999	Oman
KC883998	Oman
KC884000	Oman
KP723584	UnitedArabEmirates
KP723588	UnitedArabEmirates
KP723615	Oman
KP723616	Oman
KP723614	Oman
GU992306	Oman
KX148170	Oman
EU086199	Oman
KX148169	Oman
KU888642	Oman
KF482200	UnitedArabEmirates
KF482199	UnitedArabEmirates
KX148171	UnitedArabEmirates
GU353142	Oman
KP723630	SaudiArabia
EU086163	SaudiArabia
KX148168	SaudiArabia
KU888640	Turkey
DQ146160	Oman
KX148172	SaudiArabia
DQ837413	Israel
DQ837421	Israel
DQ837450	Israel
DQ837412	Israel
KX148176	SaudiArabia
MN534897	Qatar
MN534896	Qatar
DQ837427	Jordan
DQ837422	Jordan
DQ837424	Jordan
KX148175	SaudiArabia
KX148174	SaudiArabia
KX148173	SaudiArabia
KP723585	UnitedArabEmirates
KF482201	UnitedArabEmirates
KP723637	UnitedArabEmirates
KF482213	UnitedArabEmirates
KF482210	Oman
KF482205	Oman
KF482208	Oman
KF482204	Oman
KF482207	Oman
KF482209	Oman
KF482202	Oman
KF482206	Oman
KF482203	Oman
KF482211	UnitedArabEmirates
KF482212	UnitedArabEmirates
MK760738	Iran
MK760726	Iran
MK760696	Iran
MK760704	Iran
MK760758	Iran
MK760699	Iran
MK760754	Iran
MK760745	Iran
MK760741	Iran
MK760720	Iran
MK760671	Iran
MK760724	Iran
MK760737	Iran
MK760740	Iran
MK760694	Iran
MK760674	Iran
MK760670	Iran
MK760749	Iran
MK760703	Iran
MK760762	Iran
MK760725	Iran
MK760685	Iran
MK760752	Iran
MK760732	Iran
MK760693	Iran
MK760767	Iran
MK760708	Iran
MK760721	Iran
MK760748	Iran
MK760713	Iran
MK760765	Iran
MK760733	Iran
MK760750	Iran
MK760705	Iran
MK760722	Iran
MK760689	Iran
MK760698	Iran
MK760716	Iran
MK760701	Iran
MK760677	Iran
MK760742	Iran
MK760695	Iran
MK760715	Iran
KX148185	Iran
JX987734	Iran
MK534448	Iran
MK534452	Iran
MK534450	Iran
MK534447	Iran
MK760697	Iran
MK760681	Iran
MK760683	Iran
MK534454	Iran
MK760763	Iran
MK507729	Iran
MK507725	Iran
MK507726	Iran
KJ645921	Azerbaijan
MK760751	Iran
MK760669	Iran
MK760759	Iran
KC791979	Iraq
MK760710	Iran
MK760673	Iran
MK483136	Iran
MK483135	Iran
MK760764	Iran
MK760728	Iran
MK760727	Iran
MK760709	Iran
MK760688	Iran
MK760686	Iran
MK760668	Iran
MK760678	Iran
MK760672	Iran
MK760692	Iran
MK760667	Iran
MK507724	Iran
KX148186	Iran
KP723597	Iran
DQ837416	Israel
DQ837417	Israel
DQ837446	Israel
DQ837409	Israel
DQ837396	Israel
DQ837460	Israel
DQ837428	Israel
DQ837391	Israel
DQ837449	Israel
DQ837458	Israel
DQ837418	Israel
DQ837451	Israel
DQ837385	Israel
DQ837410	Israel
DQ837482	Israel
DQ837407	Israel
DQ837406	Israel
DQ837457	Israel
DQ837481	Israel
DQ837459	Israel
DQ837403	Israel
DQ837405	Israel
DQ837402	Israel
DQ837452	Israel
DQ837420	Israel
DQ837487	Israel
DQ837414	Israel
DQ837456	Israel
DQ837384	Israel
DQ837415	Israel
DQ837386	Israel
DQ837404	Israel
DQ837388	Israel
DQ837400	Israel
DQ837472	Israel
DQ837398	Israel
KX148182	Israel
KX148181	Israel
DQ837399	Israel
DQ837485	Israel
DQ837440	Israel
DQ837429	Israel
DQ837401	Israel
KX148183	Israel
DQ837390	Israel
DQ837389	Israel
DQ837465	Lebanon
DQ837426	Jordan
DQ837425	Jordan
DQ837466	Israel
DQ837471	Israel
DQ837470	Israel
DQ837383	Israel
KX148184	Israel
DQ837444	Israel
DQ837439	Israel
DQ837438	Israel
DQ837433	Israel
DQ837419	Israel
DQ837411	Israel
DQ837473	Israel
DQ837483	Israel
KX148178	Israel
KX148177	Israel
DQ837484	Israel
KX148179	Israel
DQ837387	Israel
DQ837382	Israel
DQ837434	Israel
KX148180	Israel
DQ837442	Israel
DQ837435	Israel
DQ837448	Israel
DQ837397	Israel
KY860605	Turkey
KY860604	Turkey
MK507730	Iran
MK760719	Iran
MK760680	Iran
MK760691	Iran
KX148190	Iran
KX148187	Iran
KX148188	Iran
KX148189	Iran
JX987728	Iran
KC791983	Iraq
KC791982	Iraq
KC791972	Iraq
KJ081450	Turkey
KJ081447	Turkey
KJ081444	Turkey
KJ081443	Turkey
KJ081448	Turkey
KJ081446	Turkey
KJ081449	Turkey
KJ081445	Turkey
KM058759	Turkey
KP723633	Turkey
KP723632	Turkey
DQ317519	Georgia
KY860606	Turkey
KY860611	Turkey
KP723594	Iran
KP723598	Iraq
KP723604	Iraq
KP723605	Iraq
KP723602	Iraq
DQ837423	Jordan
DQ837443	Israel
DQ837430	Israel
KU888637	Israel
KX148192	Israel
KX148191	Israel
DQ837441	Israel
JQ671338	Israel
JQ671337	Israel
DQ837453	Israel
DQ837469	Israel
DQ837445	Israel
DQ837468	Israel
DQ837436	Israel
DQ837432	Israel
DQ837486	Israel
DQ837467	Israel
DQ837437	Israel
DQ837394	Israel
HM114240	Israel
DQ837393	Israel
DQ837455	Israel
DQ837447	Israel
HM114241	Israel
DQ837392	Israel
DQ837454	Israel
DQ837395	Israel
DQ837464	Israel
DQ837408	Israel
KY860612	Turkey
MK760718	Iran
MK760714	Iran
MK760746	Iran
MK760711	Iran
MK760743	Iran
MK760730	Iran
KP723634	Turkey
KY860599	Turkey
KY860598	Turkey
KY860601	Turkey
KY860602	Turkey
KY860597	Turkey
KY860596	Turkey
KY860594	Turkey
KY860600	Turkey
KY860591	Turkey
KY860589	Turkey
KY860593	Turkey
KY860592	Turkey
KY860588	Turkey
KY860584	Turkey
KY860603	Turkey
KY860595	Turkey
KY860586	Turkey
KY860590	Turkey
KY860587	Turkey
KY860585	Turkey
KY860583	Turkey
KY860607	Turkey
KP723631	Turkey
KY860608	Turkey
DQ837478	Turkey
DQ837479	Turkey
DQ837475	Turkey
KY860609	Turkey
DQ837476	Turkey
KX148167	Turkey
KX148163	Turkey
KX148162	Turkey
KX148164	Turkey
KX148166	Turkey
KX148165	Turkey
DQ837480	Turkey
DQ837477	Turkey
JF973749	Montenegro
JF973781	Montenegro
KX148104	Montenegro
MG458309	Serbia
MT079891	Georgia
MW055110	Georgia
MT079904	Georgia
MT079952	Georgia
MT079920	Georgia
MT079921	Georgia
MT079947	Georgia
MT079922	Georgia
MT079911	Georgia
MT079948	Georgia
MT079941	Georgia
MT079937	Georgia
MT079929	Georgia
MT079914	Georgia
MT079931	Georgia
MT079945	Georgia
MT079944	Georgia
MT079943	Georgia
MT079934	Georgia
MT079946	Georgia
MT079933	Georgia
MT079942	Georgia
MT079938	Georgia
MT079925	Georgia
MT079936	Georgia
MT079895	Georgia
MT079953	Georgia
MT079916	Georgia
MT079896	Georgia
KJ645928	Azerbaijan
MT079950	Georgia
MT079905	Georgia
MT079907	Georgia
MT079909	Georgia
MT079928	Georgia
MT079898	Georgia
MT079892	Georgia
MW055109	Georgia
MT079902	Georgia
MT079888	Georgia
MT079955	Georgia
MT079890	Georgia
MT079897	Georgia
MT079894	Georgia
MT079927	Georgia
MT079932	Georgia
MT079915	Georgia
MT079919	Georgia
MW055111	Georgia
MT079924	Georgia
MT079917	Georgia
MT079903	Georgia
MT079930	Georgia
MT079901	Georgia
MT079954	Georgia
MT079923	Georgia
KY860610	Turkey
MT079940	Georgia
MT079899	Georgia
MT079926	Georgia
MT079906	Georgia
JQ944706	Russia
MT079900	Georgia
MT079951	Georgia
MT079893	Georgia
MT079910	Georgia
MT079939	Georgia
MT079889	Georgia
MT079913	Georgia
MT079912	Georgia
KP723590	Georgia
MG869121	Russia
MG869120	Russia
KY002888	Russia
KP723589	Georgia
JX524177	Iraq
KP723607	Iraq
KP723600	Iraq
KF155000	Iraq
JX524176	Iraq
JX524178	Iraq
KP723609	Iraq
KP723606	Iraq
KC791977	Iraq
KC791987	Iraq
KC791995	Iraq
KC791984	Iraq
KC791990	Iraq
KC791989	Iraq
DQ837474	Turkey
MK760682	Iran
MK760676	Iran
KC791975	Iraq
MK760760	Iran
MK760747	Iran
MK760756	Iran
MK760675	Iran
KC791993	Iraq
KC791992	Iraq
KC791986	Iraq
MK760690	Iran
MK760679	Iran
KC791980	Iraq
KC791978	Iraq
KC791988	Iraq
KC791991	Iraq
MK760757	Iran
KP723603	Iraq
KP723601	Iraq
KP723608	Iraq
KP723599	Iraq
KX148212	Iran
MK760766	Iran
KP723592	Iran
KP723612	Iraq
KP723611	Iraq
JF508180	Syria
KP723610	Iraq
KP723613	Iraq
KJ957447	Grenada
KJ957442	Grenada
KJ957452	Grenada
KJ957444	Grenada
KJ957451	Grenada
MG458319	Grenada
KJ957434	Grenada
KM067274	Grenada
KJ957438	Grenada
KJ957437	Grenada
KJ957450	Grenada
KJ957449	Grenada
KJ957446	Grenada
KJ957445	Grenada
KJ957448	Grenada
KJ957433	Grenada
KJ957439	Grenada
KJ957440	Grenada
KJ957432	Grenada
KJ957431	Grenada
KJ957436	Grenada
KJ957441	Grenada
KJ957435	Grenada
KJ957443	Grenada
MK534451	Iran
LC380209	Zambia
LC380210	Zambia
LC380213	Zambia
LC380208	Zambia
AB572979	Zambia
AB572980	Zambia
AB572981	Zambia
AB572994	Zambia
AB572978	Zambia
AB572964	Zambia
AB572965	Zambia
AB572966	Zambia
LC380170	Zambia
AB572963	Zambia
AB572987	Zambia
AB572986	Zambia
LC380176	Zambia
LC380168	Zambia
AB572985	Zambia
AB572969	Zambia
AB572962	Zambia
LC380167	Zambia
LC380166	Zambia
AB572993	Zambia
AB572992	Zambia
LC380194	Zambia
LC380171	Zambia
AB572983	Zambia
LC380169	Zambia
AB572967	Zambia
AB572996	Zambia
AB572968	Zambia
LC380174	Zambia
LC380175	Zambia
AB572989	Zambia
AB572974	Zambia
AB572972	Zambia
AB572995	Zambia
AB572975	Zambia
AB572976	Zambia
AB572990	Zambia
AB572977	Zambia
AB572973	Zambia
AB572970	Zambia
AB572991	Zambia
AB572984	Zambia
LC380211	Zambia
LC380164	Zambia
LC380198	Zambia
LC380195	Zambia
LC380191	Zambia
LC380190	Zambia
LC380196	Zambia
LC380189	Zambia
LC380186	Zambia
LC380163	Zambia
LC380172	Zambia
LC380161	Zambia
LC380197	Zambia
AB572988	Zambia
LC380173	Zambia
LC380236	Zimbabwe
LC380231	Zimbabwe
LC380193	Zambia
LC380165	Zambia
LC380177	Zambia
LC380207	Zambia
LC380199	Zambia
LC380203	Zambia
LC380192	Zambia
LC380187	Zambia
LC380206	Zambia
MT454651	SouthAfrica
KX148204	Namibia
JQ691445	Namibia
HQ266622	SouthAfrica
KY553275	SouthAfrica
DQ194875	Namibia
HQ266611	SouthAfrica
DQ194882	Namibia
DQ194865	Namibia
DQ194871	Namibia
DQ194868	Namibia
JQ691425	Namibia
JQ691436	Namibia
DQ194864	Namibia
DQ194870	Namibia
JQ691458	Namibia
KY553262	SouthAfrica
JQ691457	Namibia
JQ691417	Namibia
JQ691437	Namibia
JQ691443	Namibia
JQ691427	Namibia
JQ691439	Namibia
JQ691446	Namibia
JQ691441	Namibia
JQ691429	Namibia
JQ691430	Namibia
JQ691459	Namibia
DQ194862	Namibia
JQ691428	Namibia
KR534227	Tanzania
JQ691442	Namibia
DQ194859	Namibia
DQ194861	Namibia
DQ194883	Namibia
DQ194856	Namibia
DQ194857	Namibia
DQ194858	Namibia
JQ691416	Namibia
JQ691418	Namibia
JQ691426	Namibia
JQ691431	Namibia
JQ691453	Namibia
JX473840	Namibia
JQ691438	Namibia
JQ691432	Namibia
JQ691448	Namibia
JQ691460	Namibia
JQ691447	Namibia
JQ691449	Namibia
JQ691444	Namibia
JQ691462	Namibia
JQ691463	Namibia
JQ691422	Namibia
DQ194855	Namibia
JQ691420	Namibia
JX473841	Namibia
JQ691415	Namibia
JQ691421	Namibia
JQ691424	Namibia
JQ691440	Namibia
DQ194860	Namibia
JQ691423	Namibia
JQ691455	Namibia
JQ691456	Namibia
JQ691450	Namibia
JQ691451	Namibia
JQ691452	Namibia
JQ691434	Namibia
JX473839	Namibia
JX473838	Namibia
JQ691435	Namibia
JQ691454	Namibia
HQ266629	SouthAfrica
DQ194881	Namibia
DQ194874	Namibia
DQ194872	Namibia
JQ691461	Namibia
DQ194863	Namibia
DQ194876	Namibia
DQ194879	Namibia
DQ194884	Namibia
DQ194873	Namibia
DQ194869	Namibia
DQ194867	Namibia
DQ194866	Namibia
DQ194890	Namibia
DQ489806	SouthAfrica
DQ489828	SouthAfrica
DQ489827	SouthAfrica
DQ489890	SouthAfrica
DQ489789	SouthAfrica
DQ489794	SouthAfrica
DQ489803	SouthAfrica
DQ489791	SouthAfrica
DQ489865	SouthAfrica
DQ489864	SouthAfrica
DQ489823	SouthAfrica
KY553258	SouthAfrica
MT454638	SouthAfrica
MT454642	SouthAfrica
JQ691433	Namibia
DQ489871	SouthAfrica
DQ489877	SouthAfrica
DQ489829	SouthAfrica
DQ489873	SouthAfrica
DQ194892	SouthAfrica
MT454633	SouthAfrica
DQ489833	SouthAfrica
DQ194893	SouthAfrica
DQ489838	SouthAfrica
DQ489900	SouthAfrica
DQ489858	SouthAfrica
DQ489798	SouthAfrica
KY553256	SouthAfrica
HM179507	SouthAfrica
KP994599	SouthAfrica
KP994602	SouthAfrica
KP994613	SouthAfrica
KP994620	SouthAfrica
KT892002	SouthAfrica
KP994617	SouthAfrica
KP994607	SouthAfrica
KC660259	SouthAfrica
HM179505	SouthAfrica
MK858232	SouthAfrica
KJ744310	SouthAfrica
JF747617	SouthAfrica
JF747616	SouthAfrica
HQ266607	SouthAfrica
HQ266627	SouthAfrica
DQ489896	SouthAfrica
HM179508	SouthAfrica
HQ266618	SouthAfrica
DQ489887	SouthAfrica
KT336436	SouthAfrica
KP994618	SouthAfrica
JF747614	SouthAfrica
KX148203	Mozambique
HQ266626	SouthAfrica
LC380101	Zambia
LC380156	Zimbabwe
LC380144	Zambia
LC380146	Zimbabwe
LC380152	Zimbabwe
LC380224	Zimbabwe
LC380223	Zimbabwe
LC380222	Zimbabwe
LC380220	Zambia
LC380228	Zimbabwe
KT336435	Zimbabwe
KY563716	Zimbabwe
LC380157	Zimbabwe
LC380138	Zambia
LC380125	Zambia
LC380088	Zambia
LC380094	Zambia
LC380149	Zimbabwe
LC380145	Zambia
LC380095	Zambia
LC380235	Zimbabwe
LC380232	Zimbabwe
KU739040	Botswana
LC380234	Zimbabwe
LC380226	Zimbabwe
LC380233	Zimbabwe
LC380153	Zimbabwe
LC380139	Zambia
LC380103	Zambia
KY553271	Zimbabwe
KY553267	Zimbabwe
LC380093	Zambia
LC380158	Zimbabwe
LC380148	Zimbabwe
LC380159	Zimbabwe
LC380118	Zambia
LC380132	Zambia
LC380091	Zambia
KY553269	Zimbabwe
LC380126	Zambia
LC380117	Zambia
LC380092	Zambia
LC380229	Zimbabwe
HM179504	SouthAfrica
LC380230	Zimbabwe
LC380227	Zimbabwe
LC380221	Zimbabwe
LC380225	Zimbabwe
LC380150	Zimbabwe
LC380147	Zimbabwe
LC380151	Zimbabwe
KY563715	Zimbabwe
KT336434	Zimbabwe
KY563717	Zimbabwe
KR906757	Tanzania
KR906746	Tanzania
MT454644	SouthAfrica
KX148103	SouthAfrica
KY553265	Zimbabwe
KF831529	Zimbabwe
KY563718	Zimbabwe
KF831554	Zimbabwe
KY553270	Zimbabwe
KY553268	Zimbabwe
KF831555	Zimbabwe
HM179506	SouthAfrica
KY553282	Zimbabwe
KT336433	Zimbabwe
KY553272	Zimbabwe
KY553280	Zimbabwe
HQ266625	SouthAfrica
HQ266610	SouthAfrica
KY553279	Zimbabwe
MN264704	DemocraticRepublicoftheCongo
MN264709	DemocraticRepublicoftheCongo
MN264707	DemocraticRepublicoftheCongo
MN264696	DemocraticRepublicoftheCongo
MN264710	DemocraticRepublicoftheCongo
MN264693	DemocraticRepublicoftheCongo
MN264697	DemocraticRepublicoftheCongo
MN264708	DemocraticRepublicoftheCongo
MN264701	DemocraticRepublicoftheCongo
MN264691	DemocraticRepublicoftheCongo
KP257624	RepublicoftheCongo
MN264695	DemocraticRepublicoftheCongo
MN264703	DemocraticRepublicoftheCongo
MN264702	DemocraticRepublicoftheCongo
MN264700	DemocraticRepublicoftheCongo
MN264706	DemocraticRepublicoftheCongo
MN264694	DemocraticRepublicoftheCongo
MN264698	DemocraticRepublicoftheCongo
MN264692	DemocraticRepublicoftheCongo
MN264705	DemocraticRepublicoftheCongo
MN264699	DemocraticRepublicoftheCongo
MN264711	DemocraticRepublicoftheCongo
DQ194877	Namibia
JQ691419	Namibia
DQ194878	Namibia
DQ194880	Namibia
LC380115	Zambia
KF734694	CentralAfricanRepublic
KF734696	CentralAfricanRepublic
KF734729	CentralAfricanRepublic
KF734734	CentralAfricanRepublic
KF734693	CentralAfricanRepublic
KT119710	CentralAfricanRepublic
KT119752	CentralAfricanRepublic
KT119753	CentralAfricanRepublic
KF734735	CentralAfricanRepublic
KF734690	CentralAfricanRepublic
MF537575	Cameroon
KT119717	CentralAfricanRepublic
KT119743	CentralAfricanRepublic
KT119746	CentralAfricanRepublic
KT119744	CentralAfricanRepublic
KT119737	CentralAfricanRepublic
KT119740	CentralAfricanRepublic
KT119730	CentralAfricanRepublic
KT119712	CentralAfricanRepublic
KT119729	CentralAfricanRepublic
KT119742	CentralAfricanRepublic
KT119738	CentralAfricanRepublic
KT119747	CentralAfricanRepublic
KT119749	CentralAfricanRepublic
KT119748	CentralAfricanRepublic
KT119750	CentralAfricanRepublic
KT119735	CentralAfricanRepublic
KT119725	CentralAfricanRepublic
KT119715	CentralAfricanRepublic
KT119719	CentralAfricanRepublic
KT119720	CentralAfricanRepublic
KT119698	CentralAfricanRepublic
KT119696	CentralAfricanRepublic
KT119701	CentralAfricanRepublic
KT119693	CentralAfricanRepublic
KT119751	CentralAfricanRepublic
KT119732	CentralAfricanRepublic
KT119736	CentralAfricanRepublic
KT119731	CentralAfricanRepublic
KT119723	CentralAfricanRepublic
KT119733	CentralAfricanRepublic
KT119724	CentralAfricanRepublic
KT119683	CentralAfricanRepublic
KT119674	CentralAfricanRepublic
KT119677	CentralAfricanRepublic
KT119705	CentralAfricanRepublic
KT119668	CentralAfricanRepublic
EU853587	CentralAfricanRepublic
EU853588	CentralAfricanRepublic
EU853589	CentralAfricanRepublic
KT119726	CentralAfricanRepublic
KT119695	CentralAfricanRepublic
KT119690	CentralAfricanRepublic
EU853590	CentralAfricanRepublic
KT119721	CentralAfricanRepublic
KT119716	CentralAfricanRepublic
KT119722	CentralAfricanRepublic
KT119741	CentralAfricanRepublic
KT119739	CentralAfricanRepublic
KT119745	CentralAfricanRepublic
KT119670	CentralAfricanRepublic
KT119667	CentralAfricanRepublic
KT119694	CentralAfricanRepublic
KT119688	CentralAfricanRepublic
KT119700	CentralAfricanRepublic
KT119707	CentralAfricanRepublic
KT119706	CentralAfricanRepublic
KT119727	CentralAfricanRepublic
KT119687	CentralAfricanRepublic
KT119662	CentralAfricanRepublic
KT119689	CentralAfricanRepublic
KT119708	CentralAfricanRepublic
KT119673	CentralAfricanRepublic
KT119672	CentralAfricanRepublic
KT119703	CentralAfricanRepublic
KT119676	CentralAfricanRepublic
KT119675	CentralAfricanRepublic
KT119718	CentralAfricanRepublic
KT119684	CentralAfricanRepublic
KT119666	CentralAfricanRepublic
KT119659	CentralAfricanRepublic
KT119711	CentralAfricanRepublic
KT119709	CentralAfricanRepublic
KT119734	CentralAfricanRepublic
KT119714	CentralAfricanRepublic
KT119699	CentralAfricanRepublic
KT119669	CentralAfricanRepublic
KT119691	CentralAfricanRepublic
KT119682	CentralAfricanRepublic
KT119660	CentralAfricanRepublic
KT119678	CentralAfricanRepublic
KT119686	CentralAfricanRepublic
KT119680	CentralAfricanRepublic
KT119671	CentralAfricanRepublic
KT119661	CentralAfricanRepublic
KT119704	CentralAfricanRepublic
KT119692	CentralAfricanRepublic
KT119681	CentralAfricanRepublic
KT119679	CentralAfricanRepublic
KT119702	CentralAfricanRepublic
KT119713	CentralAfricanRepublic
KT119665	CentralAfricanRepublic
KT119663	CentralAfricanRepublic
KT119652	CentralAfricanRepublic
KT119647	CentralAfricanRepublic
KT119650	CentralAfricanRepublic
KT119651	CentralAfricanRepublic
KT119657	CentralAfricanRepublic
KT119653	CentralAfricanRepublic
KT119656	CentralAfricanRepublic
KT119664	CentralAfricanRepublic
KT119655	CentralAfricanRepublic
KT119654	CentralAfricanRepublic
EU853584	CentralAfricanRepublic
EU853586	CentralAfricanRepublic
EU853585	CentralAfricanRepublic
KT119642	CentralAfricanRepublic
KT119634	CentralAfricanRepublic
KT119646	CentralAfricanRepublic
KT119643	CentralAfricanRepublic
KT119645	CentralAfricanRepublic
KT119635	CentralAfricanRepublic
KT119638	CentralAfricanRepublic
KT119639	CentralAfricanRepublic
KT119644	CentralAfricanRepublic
KT119636	CentralAfricanRepublic
KT119641	CentralAfricanRepublic
KT119649	CentralAfricanRepublic
KT119648	CentralAfricanRepublic
KT119640	CentralAfricanRepublic
KT119637	CentralAfricanRepublic
KT119776	Zaire
KY210289	Tanzania
KY210260	Tanzania
KY210249	Tanzania
KY210301	Tanzania
KY210251	Tanzania
KY210250	Tanzania
KY210272	Tanzania
KY210246	Tanzania
KR906787	Tanzania
KY210300	Tanzania
KY210243	Tanzania
KR906755	Tanzania
KY210271	Tanzania
KR906771	Tanzania
KY210225	Tanzania
KY210259	Tanzania
KR906772	Tanzania
KR906760	Tanzania
KR534229	Tanzania
KY210267	Tanzania
DQ900567	Tanzania
KR906788	Tanzania
KY210230	Tanzania
KY210226	Tanzania
KY210262	Tanzania
KY210273	Tanzania
KR534235	Tanzania
KY210228	Tanzania
MN726825	Tanzania
KY210268	Tanzania
KY210287	Tanzania
KR906780	Tanzania
KR906773	Tanzania
MN726817	Tanzania
MN726820	Tanzania
MN726818	Tanzania
MN726835	Tanzania
KR906737	Tanzania
KY210221	Tanzania
MW055048	Kenya
KR906745	Tanzania
KJ133686	Uganda
KJ133674	Uganda
KR906775	Tanzania
MG407536	Tanzania
MG407551	Tanzania
MG407534	Tanzania
KR534265	Tanzania
KR534264	Tanzania
KR534259	Tanzania
MG407533	Tanzania
KR534260	Tanzania
KR906742	Tanzania
KR906754	Tanzania
KR906750	Tanzania
KF155002	Tanzania
MN726804	Tanzania
KR906768	Tanzania
MN726827	Tanzania
MN726826	Tanzania
KR906740	Tanzania
KR906762	Tanzania
DQ900568	Tanzania
KR906767	Tanzania
DQ900566	Tanzania
KR906761	Tanzania
DQ900555	Tanzania
HM368094	Ghana
KR906741	Tanzania
KR906753	Tanzania
KR906749	Tanzania
LC029893	Uganda
KJ133682	Uganda
KJ133679	Uganda
LC029897	Uganda
KJ133662	Uganda
LC029896	Uganda
LC029889	Uganda
AB505880	Uganda
LC029895	Uganda
LC029891	Uganda
LC029892	Uganda
AB505876	Uganda
AB505878	Uganda
AB505877	Uganda
AB505875	Uganda
LC380116	Zambia
LC380100	Zambia
LC380099	Zambia
LC380105	Zambia
LC380141	Zambia
LC380098	Zambia
LC380097	Zambia
AB572932	Zambia
LC380112	Zambia
LC380124	Zambia
LC380123	Zambia
LC380110	Zambia
LC380200	Zambia
LC380201	Zambia
LC380202	Zambia
LC380188	Zambia
KR906766	Tanzania
KR906765	Tanzania
KR906764	Tanzania
KR906763	Tanzania
KR906735	Tanzania
KR906736	Tanzania
LC380212	Zambia
LC380204	Zambia
LC380109	Zambia
MW074784	Kenya
KJ133687	Uganda
KR534262	Tanzania
EU853582	Rwanda
KX148205	Rwanda
EU853583	Burundi
KR906777	Tanzania
KR906784	Tanzania
KY210294	Tanzania
KY210279	Tanzania
KY210242	Tanzania
KY210270	Tanzania
KY210269	Tanzania
KY210240	Tanzania
KY210304	Tanzania
KR534230	Tanzania
KY210254	Tanzania
KY210255	Tanzania
KY210253	Tanzania
MN726833	Tanzania
KY210264	Tanzania
MW055042	Kenya
MN726816	Kenya
KR906785	Tanzania
KR534234	Tanzania
KR906759	Tanzania
KR534238	Tanzania
KY210280	Tanzania
KR534219	Tanzania
KR906734	Tanzania
KY210223	Tanzania
MW055047	Kenya
MW055043	Kenya
KC792032	Kenya
MW055045	Kenya
MN726814	Kenya
MW055116	Kenya
MW055044	Kenya
MW055115	Kenya
MW055046	Kenya
MN726821	Kenya
MW055113	Kenya
MW055117	Kenya
MN726831	Kenya
KX148207	Kenya
DQ900579	Tanzania
DQ900574	Tanzania
DQ900573	Tanzania
DQ900553	Tanzania
DQ900547	Tanzania
DQ900559	Tanzania
DQ900560	Tanzania
DQ900548	Tanzania
DQ900572	Tanzania
DQ900558	Tanzania
KR906739	Tanzania
DQ900569	Tanzania
DQ900552	Tanzania
KY210252	Tanzania
KY210245	Tanzania
KR906790	Tanzania
KY210311	Tanzania
KY210263	Tanzania
KR906779	Tanzania
KY210309	Tanzania
DQ900557	Tanzania
DQ900550	Tanzania
DQ900564	Tanzania
DQ900563	Tanzania
DQ900565	Tanzania
DQ900561	Tanzania
DQ900570	Tanzania
KX148206	Tanzania
KR906769	Tanzania
KY210275	Tanzania
KJ133664	Uganda
KJ133661	Uganda
KJ133670	Uganda
KJ133673	Uganda
KJ133665	Uganda
KJ133684	Uganda
KJ133671	Uganda
KJ133685	Uganda
LC029894	Uganda
KJ133677	Uganda
KJ133680	Uganda
KJ133681	Uganda
KJ133678	Uganda
KJ133675	Uganda
KJ133666	Uganda
LC380113	Zambia
LC380090	Zambia
LC380131	Zambia
LC380136	Zambia
AB572944	Zambia
AB572954	Zambia
AB572956	Zambia
AB572959	Zambia
AB572955	Zambia
AB572930	Zambia
AB572953	Zambia
LC380111	Zambia
AB572952	Zambia
AB572942	Zambia
AB572961	Zambia
AB572940	Zambia
AB284514	Zambia
AB572960	Zambia
LC380096	Zambia
LC380140	Zambia
AB572943	Zambia
LC380114	Zambia
AB284512	Zambia
AB284515	Zambia
AB572957	Zambia
AB572958	Zambia
AB572945	Zambia
AB572929	Zambia
AB284511	Zambia
AB284507	Zambia
AB284513	Zambia
AB572936	Zambia
AB572931	Zambia
AB572935	Zambia
AB572949	Zambia
AB572946	Zambia
AB572939	Zambia
AB572938	Zambia
AB572948	Zambia
AB572947	Zambia
AB572937	Zambia
AB572933	Zambia
AB285215	Zambia
AB284510	Zambia
AB284509	Zambia
AB284516	Zambia
LC380129	Zambia
LC380135	Zambia
LC380137	Zambia
LC380119	Zambia
LC380122	Zambia
AB572928	Zambia
LC380127	Zambia
AB572934	Zambia
LC380108	Zambia
LC380106	Zambia
LC380104	Zambia
LC380107	Zambia
LC380160	Zimbabwe
LC380143	Zambia
LC380155	Zimbabwe
LC380102	Zambia
LC380217	Zambia
LC380134	Zambia
KT119781	CentralAfricanRepublic
KT119780	CentralAfricanRepublic
KX148208	CentralAfricanRepublic
LC029890	Uganda
KJ133668	Uganda
LC380178	Zambia
LC380216	Zambia
LC380179	Zambia
LC380219	Zambia
LC380183	Zambia
LC380185	Zambia
LC380218	Zambia
LC380215	Zambia
LC380214	Zambia
LC380182	Zambia
LC380181	Zambia
LC380184	Zambia
